"","year","state","name","votemargin","turnout","democraticvoteshare_president"
"26",2002,"AL","Priscilla  Dunn",NA,NA,-0.157907618698664
"27",2002,"AL","Merika  Coleman",NA,NA,-0.128528322489001
"28",2002,"AL","Mary  Moore",0.308924485125858,0.511644057595259,-0.0225384574849159
"29",2002,"AL","Linda  Coleman",NA,NA,-0.296864331071265
"30",2002,"AL","Jeanette  VanderMeer",-0.137015675835552,0.267835933458178,-0.0289780695224181
"31",2002,"AL","Ruth Mitchell Ott",-0.22591374542193,0.361610652926711,-0.204627713584341
"32",2002,"AL","Betty Carol Graham",0.199959617714363,0.619903416977666,-0.219478060584515
"33",2002,"AL","Yvonne  Kennedy",NA,NA,-0.0836456958437338
"34",2002,"AL","Jamie  Ison",NA,NA,-0.00567294715438038
"35",2002,"AL","Betty  Frazier",-0.107014551187615,0.355251199458922,-0.080818341113627
"36",2002,"AL","Doris  Edmonds",-0.0914467041684696,0.37023479157302,-0.149206499196589
"37",2002,"AL","Sundra E. Escott",NA,NA,-0.135981112369336
"38",2002,"AL","Harri Anne Smith",NA,NA,-0.0561207167571411
"39",2002,"AL","Vivian  Figures",NA,NA,-0.0885389756178483
"40",2002,"AR","Joyce A. Dees",NA,NA,-0.213099958514795
"41",2002,"AR","Barbara Jean King",NA,NA,-0.0990986599121243
"42",2002,"AR","Janet  Johnson",0.0079598058033194,0.651072645859788,-0.29090293426998
"43",2002,"AR","Joyce  Elliott",NA,NA,-0.258226539962925
"44",2002,"AR","Rhonda  Williams",-0.209139307897072,0.233754421424962,-0.18144642370753
"45",2002,"AR","Linda Pondexter Chesterfield",NA,NA,-0.246724732057191
"46",2002,"AR","Sharon  Hatcher",-0.0134733320944062,0.436431373516568,-0.0946210229303688
"47",2002,"AR","Sandra  Prater",0.0250405894842013,0.556409504253447,-0.0581889886641875
"48",2002,"AR","Shirley Ann Walters",0.074047619047619,0.59985046728972,-0.0995581577299163
"49",2002,"AR","Mary Beth Green",0.0668378769919663,0.517562268437137,-0.133225550595671
"50",2002,"AR","Bonita  Church",-0.0668378769919663,0.29901796049438,-0.281950005702674
"51",2002,"AR","Bea  Lewis",-0.0949966834075618,0.363728297427507,-0.297684394195676
"52",2002,"AR","Sarah S. Agee",NA,NA,-0.177091404329985
"53",2002,"AR","Marilyn  Edwards",NA,NA,-0.297128103696741
"54",2002,"AR","Dani D. Wilson",-0.0851513420902342,0.362650824595606,-0.260757494391873
"55",2002,"AR","Jan Ann Judy",NA,NA,-0.166910709184594
"56",2002,"AR","Bonnie K. Ramsey",-0.126947592067989,0.220618742671597,-0.221226733038202
"57",2002,"AR","Shirley U. Borhauer",NA,NA,-0.290656883083284
"58",2002,"AR","Ruth  Whitaker",NA,NA,-0.0733801947673783
"59",2002,"AR","Sharon Kathleen Trusty",0.0831451157538114,0.524190632142735,-0.204969073855318
"60",2002,"AR","Jo Ellen Carson",-0.002219252612991,0.292716261861154,-0.224542766483501
"61",2002,"AR","Barbara  Horn",NA,NA,-0.0990839329082519
"62",2002,"AR","Brenda B. Gullett",NA,NA,-0.148203344084322
"63",2002,"AR","Mary Anne Salmon",0.0268763757722076,0.606820437253782,-0.29196135525126
"64",2002,"AR","Irma Hunter Brown",0.225187989973868,0.487738205695525,-0.224542806297541
"65",2002,"AZ","Dawn  Knight",-0.0781955277311796,0.224724707632296,-0.246041836473159
"66",2002,"AZ","Carolyn S. Allen",NA,NA,-0.137719586282037
"67",2002,"AZ","Judy  Kennedy",-0.0513738166705149,0.202298942380011,-0.169114647712558
"68",2002,"AZ","Barbara  Leff",0.142685981919181,0.553064391315093,-0.0829066466772929
"69",2002,"AZ","Linda G. Aguirre",NA,NA,-0.283517939038575
"70",2002,"AZ","Laura  Knaperek",-0.045584498094028,0.212864084732447,-0.0633288698969409
"71",2002,"AZ","Marilyn  Jarrett",0.148444863336475,0.483737308688325,-0.158893078844994
"72",2002,"AZ","Marsha  Arzberger",NA,NA,-0.0224129715934396
"73",2002,"AZ","Toni  Hellon",NA,NA,-0.255856542522088
"74",2002,"AZ","Gabrielle  Giffords",NA,NA,-0.222490845783614
"75",2002,"CA","Patty  Berg",0.0488588465097152,0.545485489618146,0.127698682388291
"76",2002,"CA","Patricia  Wiggins",NA,NA,0.153731427853927
"77",2002,"CA","Lois  Wolk",0.0803201068371745,0.460196445864198,0.075173560064286
"78",2002,"CA","Katherine  Maestas",-0.101484118929172,0.337598460861538,0.133616412896663
"79",2002,"CA","Jan Leslie Denny",-0.182627254295166,0.2478576891613,0.0533580964431167
"80",2002,"CA","Gail E. Neira",-0.35477048260915,0.226835238267283,0.0874741488602012
"81",2002,"CA","Loni  Hancock",NA,NA,0.0527428017463535
"82",2002,"CA","Donna  Gerber",-0.0364854285108033,0.380089590440092,0.117273218883201
"83",2002,"CA","Wilma  Chan",0.369833739846495,0.429411693965414,0.172357847681269
"84",2002,"CA","Barbara  Matthews",0.064987372059019,0.405657746585692,0.161718197958544
"85",2002,"CA","Ellen M. Corbett",0.216165613371921,0.430124193232936,0.0872802415397018
"86",2002,"CA","Sally J. Lieber",0.113707046954411,0.399120232801017,0.104528008820489
"87",2002,"CA","Rebecca  Cohn",NA,NA,0.15537514728494
"88",2002,"CA","E. Denise  Smith",-0.121257309678059,0.259926756186883,0.0698804522864521
"89",2002,"CA","Jane  Howard",-0.109160839160839,0.219721811440451,0.106154175149277
"90",2002,"CA","Nicole M. Parra",0.0025138925641704,0.38133970248973,0.0229142863769084
"91",2002,"CA","Sarah  Reyes",NA,NA,0.0355774872004986
"92",2002,"CA","Virginia R. Gurrola",-0.154476687843222,0.223916854229596,0.0171763429883868
"93",2002,"CA","Hannah-Beth  Jackson",0.161615792359715,0.516202362653178,0.159225862752646
"94",2002,"CA","Sharon  Runner",0.139043320306049,0.394438778723248,0.146788514591753
"95",2002,"CA","Paula L. Calderon",-0.132497582606487,0.148912232644027,0.190408538701013
"96",2002,"CA","Cindy  Montanez",0.260971230531546,0.212670516378005,0.171792916860431
"97",2002,"CA","Connie  Friedman",-0.0648928146850912,0.0068512703397088,0.0751822896301746
"98",2002,"CA","Fran  Pavley",0.137577678460141,0.367098771371038,0.00818508439697325
"99",2002,"CA","Ingrid  Geyer",-0.135992771876027,0.11927981557676,0.196547653479502
"100",2002,"CA","Carol  Liu",0.120073299072501,0.382129411715874,0.018124754820019
"101",2002,"CA","Jackie  Goldberg",NA,NA,0.179359543137252
"102",2002,"CA","Judy  Chu",0.171167239628792,0.340418319814519,0.0564431476872414
"103",2002,"CA","Gladys O. Miller",-0.231206171107994,0.104150902824407,0.0908677560742945
"104",2002,"CA","Linda P. Wilson",-0.113312160675633,0.115853190440853,0.00419058660045266
"105",2002,"CA","Jenny  Oropeza",NA,NA,0.0829262279905379
"106",2002,"CA","Anne M. Moll",-0.166593242739503,0.117302218247576,0.047848642244935
"107",2002,"CA","Gloria Negrete McLeod",0.124640797379579,0.342297328699057,0.172772369580343
"108",2002,"CA","Doris  Wallace",-0.109067073696131,0.224597592529309,0.186639915360138
"109",2002,"CA","Beatrice  Foster",-0.230253103607093,0.282383863069844,0.0282109727617353
"110",2002,"CA","Lynn  Daucher",0.210246152643307,0.445146233810961,0.151559855369851
"111",2002,"CA","Connie  Witt",-0.102304479062509,0.278996699824733,0.0476684796623886
"112",2002,"CA","Christine  Kehoe",0.146163524565213,0.421013099920159,0.113581459363922
"113",2002,"CA","Sarah  Lowery",-0.199060496097828,0.285985268875304,0.18731358377263
"114",2002,"CA","Shirley  Horton",0.0087651127418871,0.432692955671131,0.148094979394227
"115",2002,"CA","Bonnie  Garcia",0.017832911970976,0.410952132801643,0.150605956511572
"116",2002,"CA","Peggy L. Redfearn",-0.161877095349485,0.328240593974655,0.0631558269262314
"117",2002,"CA","Marianne Bopp Smith",-0.11469048083751,0.335113477264569,0.198924434743822
"118",2002,"CA","Deborah  Ortiz",NA,NA,0.19653070946224
"119",2002,"CA","Jackie  Speier",0.303512229634122,0.449783005938785,0.194541215104982
"120",2002,"CA","Liz  Figueroa",0.191526627060407,0.402195971311505,0.199967075977474
"121",2002,"CA","Gloria  Romero",0.231206910872996,0.311561533326438,0.194672911521047
"122",2002,"CA","Martha  Escutia",0.171014492753623,0.33101605178199,0.0858927461318672
"123",2002,"CA","Nell  Soto",0.176158999354566,0.32989635206629,0.142527575464919
"124",2002,"CA","Araceli  Gonzalez",-0.119305433616233,0.150033258604124,0.184347041649744
"125",2002,"CA","Adrienne  Westall",-0.24026986974495,0.294624790947763,0.0227203387767076
"126",2002,"CA","Denise Moreno Ducheny",0.0851073203397596,0.379435849716706,0.112481808243319
"127",2002,"CO","Fran  Coleman",NA,NA,0.15611889953725
"128",2002,"CO","Desiree M. Sanchez",0.256856152148786,0.408019969711748,0.0235837767831981
"129",2002,"CO","Brandi  Moreland",-0.246321664129883,0.242973040439341,0.176164402021095
"130",2002,"CO","Rosemary  Marshall",0.332902764799648,0.563828184708085,0.0630534708034247
"131",2002,"CO","Alice  Borodkin",0.0161772770327534,0.59411275757327,0.171597967669368
"132",2002,"CO","Alice  Madden",NA,NA,0.190536102326587
"133",2002,"CO","Leona  Stoecker",-0.0143697579202608,0.469998099140389,0.0794662047643215
"134",2002,"CO","P. M. ""Phyllis"" Wynn",-0.138306188925081,0.146296947694677,0.0325078255496919
"135",2002,"CO","Lynn  Hefley",NA,NA,0.163808867195621
"136",2002,"CO","Ramey  Johnson",0.0251769464105157,0.578403788768008,0.0757597854360938
"137",2002,"CO","Cherie  Jahn",NA,NA,0.0364360454492271
"138",2002,"CO","Betty  Boyd",0.0330787004291036,0.581138108445951,0.00645417785272002
"139",2002,"CO","Sara  Gagliardi",-0.0230184899202805,0.465837512315544,0.0418404581956565
"140",2002,"CO","Brenda ""Bee"" Adams",-0.0953250241302614,0.496164856801189,0.0216660289093852
"141",2002,"CO","Debbie  Benefield",-0.0091712480090428,0.39732726591976,0.114669177820906
"142",2002,"CO","Mary  Hodge",0.0054414532362327,0.451521031734185,0.190192656544969
"143",2002,"CO","Pam  Rhodes",0.0221957282735528,0.582452528645339,0.125683947699144
"144",2002,"CO","Lois  Tochtrop",NA,NA,0.117645780323073
"145",2002,"CO","Ann F. Ragsdale",NA,NA,0.0120483330450952
"146",2002,"CO","Lauri  Clapp",0.146938177556402,0.720139732515241,0.0886891645379365
"147",2002,"CO","Nancy  Spence",0.148059165169431,0.686709290359309,0.177426917292178
"148",2002,"CO","Debbie  Stafford",NA,NA,0.0576109573245049
"149",2002,"CO","Suzanne  Williams",0.0729503625209147,0.509324836169061,0.00281216194853187
"150",2002,"CO","Dorothy B. Butcher",NA,NA,0.150800155848265
"151",2002,"CO","Liane ""Buffie"" McFadyen",0.0144108315831807,0.712990351752715,0.164224961120635
"152",2002,"CO","Pamela A. Shaddock",-0.0747642928786359,0.518629969545671,0.0810311038047075
"153",2002,"CO","Tambor  Williams",NA,NA,0.192045077960938
"154",2002,"CO","Angie  Paccione",0.0182759916268585,0.506759286896589,0.16754805194214
"155",2002,"CO","Gayle  Berry",NA,NA,0.157833658298478
"156",2002,"CO","Heather  Lemon",-0.0078784182169361,0.368554579519627,0.070483566634357
"157",2002,"CO","Diane Phyllis Hoppe",0.226081449727202,0.639856677682149,0.0568848215043545
"158",2002,"CO","Joyce R. Lawrence",-0.138425812759716,0.421224876808367,0.132656262628734
"159",2002,"CO","Kay L. Alexander",-0.0355930709216732,0.43860077127472,0.0569191479124129
"160",2002,"CO","Kathy  Gilliland",-0.12454412837345,0.499431450364491,0.0810130355414003
"161",2002,"CO","Joan  Fitz-Gerald",0.0239352791628072,0.716711409395973,0.114230104861781
"162",2002,"CO","Maryanne ""Moe"" Keller",0.0023835623422643,0.59071675432006,0.195036171423271
"163",2002,"CO","Norma V. Anderson",0.151851851851852,0.69535479530045,0.115441710921004
"164",2002,"CO","Jerri L. Hill",-0.209428679362681,0.451622246259879,0.0205318422522396
"165",2002,"CO","Paula E. Sandoval",NA,NA,0.112383206933737
"166",2002,"CT","Minnie  Gonzalez",NA,NA,0.140676142415032
"167",2002,"CT","Evelyn C. Mantilla",0.379446640316206,NA,0.00259098717942834
"168",2002,"CT","Marie Lopez Kirkley-Bey",0.410296067167477,NA,0.0127592718228698
"169",2002,"CT","Annette Wheeler Carter",0.422446190638879,NA,0.00520001756958664
"170",2002,"CT","Joan A. Lewis",0.0475145331593309,NA,0.0499909586273134
"171",2002,"CT","Melody A. Currey",0.219505122752755,NA,0.173431410919875
"172",2002,"CT","Nancy Kennedy Pilver",-0.0947313781468985,NA,0.0445086802355945
"173",2002,"CT","Nancy E. Kerensky",0.127626378198461,NA,0.0110837628599256
"174",2002,"CT","Faith  McMahon",0.210567919250882,NA,0.165948494710028
"175",2002,"CT","Jessie G. Stratton",-0.0019791666666667,NA,0.0146210708189756
"176",2002,"CT","Elizabeth A. Boukus",0.244150246305419,NA,0.0389312898740172
"177",2002,"CT","Marilyn  Giuliano",0.0651376146788991,NA,0.0604656051378697
"178",2002,"CT","Mary Lou  Sanders",-0.179353880430746,NA,0.0293944399803877
"179",2002,"CT","Sandy  Nafis",0.250058506903815,NA,0.0370491867884994
"180",2002,"CT","Lori Massey Littmann",-0.0083692013390722,NA,0.0694937043823302
"181",2002,"CT","Sonya  Googins",0.152686009767308,NA,0.074315011035651
"182",2002,"CT","Gail K. Hamm",0.120902612826603,NA,0.152452415460721
"183",2002,"CT","Amy A.S. Craig",-0.0438498491788627,NA,0.168449806701392
"184",2002,"CT","Andrea L. Stillman",0.18633426795075,NA,0.0595194330438972
"185",2002,"CT","Lenny T. Winkler",NA,NA,0.0152603825554252
"186",2002,"CT","Mary K. McGrattan",-0.0003441156228493,NA,0.0562978305388242
"187",2002,"CT","Diana S. Urban",NA,NA,0.173132290644571
"188",2002,"CT","Melissa  Olson",NA,NA,0.170178658468649
"189",2002,"CT","Linda A. Orange",0.0740456059441455,NA,0.00891601620242
"190",2002,"CT","Penny  Bacchiochi",0.0940909648154959,NA,0.157673361571506
"191",2002,"CT","Denise W. Merrill",0.269484936831876,NA,0.0024184824898839
"192",2002,"CT","Pamela Z. Sawyer",NA,NA,0.0205778232309967
"193",2002,"CT","Claire  Janowski",0.0692575589678645,NA,0.11699350127019
"194",2002,"CT","Kathy M. Tallarita",NA,NA,0.000214812019839883
"195",2002,"CT","Peggy  Sayers",0.0915178571428571,NA,0.0798787869047374
"196",2002,"CT","Ruth C. Fahrbach",NA,NA,0.0159053806681186
"197",2002,"CT","Roberta B. Willis",0.0566441441441441,NA,0.163754826365039
"198",2002,"CT","Anne L. Ruwet",7.72678102303e-05,NA,0.160723644867539
"199",2002,"CT","Victoria  Triano",-0.0179629396193117,NA,0.119830590765923
"200",2002,"CT","Mary M. Mushinsky",NA,NA,0.137285531358793
"201",2002,"CT","Vickie Orsini Nardello",NA,NA,0.121657068142667
"202",2002,"CT","Mary G. Fritz",NA,NA,0.00640942398458719
"203",2002,"CT","Patricia A. Dillon",NA,NA,0.190904464060441
"204",2002,"CT","Toni E. Walker",NA,NA,0.188268696749583
"205",2002,"CT","Patricia M. Widlitz",NA,NA,0.0388586807064712
"206",2002,"CT","Carol  Bryan",-0.179404608558752,NA,0.0496021333616227
"207",2002,"CT","Julia B. Wasserman",NA,NA,0.0156338554807007
"208",2002,"CT","Mary Ann Carson",NA,NA,0.17686611386016
"209",2002,"CT","Mary Gianfranceschci Saracino",-0.115748031496063,NA,0.115691023506224
"210",2002,"CT","Debra Lee Hovey",NA,NA,0.0142360167112201
"211",2002,"CT","Themis  Klarides",NA,NA,0.0302512492984533
"212",2002,"CT","Jennifer M.F. Hillgen",-0.0988863287250384,NA,0.0101918835192919
"213",2002,"CT","Arlene  Liscinsky",-0.0663867751246392,NA,0.093468754645437
"214",2002,"CT","Stacy Lynn Werner",-0.148850438492534,NA,0.155211585899815
"215",2002,"CT","Jacqueline M. Cocco",0.27026696056821,NA,0.177217071689665
"216",2002,"CT","Donna  Curran",-0.0790645879732739,NA,0.176945911208168
"217",2002,"CT","Kate  Cosgrove",-0.0650084793668739,NA,0.157357560750097
"218",2002,"CT","Cathy  Tymniak",NA,NA,0.152327468944713
"219",2002,"CT","Laurie  Dobson",-0.266878320590903,NA,0.0694369334261864
"220",2002,"CT","Regina P. Krummel",-0.154241469096889,NA,0.105045604798943
"221",2002,"CT","Antonietta ""Toni"" Boucher",NA,NA,0.125740571413189
"222",2002,"CT","Christel H. Truglia",NA,NA,0.167190826591104
"223",2002,"CT","Moira K. Lyons",NA,NA,0.00493308273144066
"224",2002,"CT","Carmen L. Domonkos",-0.0210873983739837,NA,0.133373382687569
"225",2002,"CT","Livvy R. Floren",NA,NA,0.142839293321595
"226",2002,"CT","Lile R. Gibbons",NA,NA,0.129552318667993
"227",2002,"CT","Claudia M. Powers",NA,NA,0.122795481048524
"228",2002,"CT","Stephanie L. Labanowski",-0.0878076867712682,0.273123624653703,0.0300085839815438
"229",2002,"CT","Mary Ann Handley",0.137336133023097,0.429808917197452,0.175723006390035
"230",2002,"CT","Toni N. Harp",NA,NA,0.0808891664724797
"231",2002,"CT","Catherine S. Jackson",-0.103809020747131,0.0532579679281688,0.178598576132208
"232",2002,"CT","Joan V. Hartley",NA,NA,0.14326509097591
"233",2002,"CT","Ann P. Dandrow",-0.0261022985852323,0.279546049379126,0.135752589162439
"234",2002,"CT","Cathy Welles Cook",0.113650619413517,0.456765500274607,0.177845565741882
"235",2002,"CT","Edith G. Prague",0.040517844646606,0.403365077066058,0.173928419547156
"236",2002,"CT","Melodie M Peters",0.116340597368238,0.437042636369189,0.034772612946108
"237",2002,"CT","Elaine S. Hammers",-0.0532814053695724,0.272591380250955,0.0889230942819268
"238",2002,"CT","Judith G. Freedman",NA,NA,0.109594356408343
"239",2002,"CT","Patricia L. Reilly",-0.144024901093786,0.301815331885868,0.0484326178207994
"240",2002,"CT","Eileen M. Daily",0.119346507297736,0.364987316798196,0.189629325177521
"241",2002,"DE","Hazel D. Plant",NA,NA,0.152295674616471
"242",2002,"DE","Helene M. Keeley",0.236572015053028,0.399800813697237,0.0859617492184043
"243",2002,"DE","Melanie L. George",NA,NA,0.109785635024309
"244",2002,"DE","Bethany  Hall-Long",0.107305936073059,0.638547657545181,0.0627305464353412
"245",2002,"DE","Deborah  Hudson",NA,NA,0.0275502820499241
"246",2002,"DE","Valerie J. Longhurst",-0.0474409448818898,0.290314820457717,0.112335144309327
"247",2002,"DE","Pamela S. Maier",NA,NA,0.129423005878925
"248",2002,"DE","Judith L. Hendricks",-0.0301363113811792,0.336812816786588,0.174066405743361
"249",2002,"DE","Pam J. Thornburg",0.212218317138722,0.553916839837569,0.00119272312149405
"250",2002,"DE","Rosemarie L. Prichett",-0.164156924905885,0.344707195777936,0.132560590747744
"251",2002,"DE","Donna D. Stone",0.0636410388274621,0.475409836065574,0.194939694041386
"252",2002,"DE","Shirley A. Price",-0.0032331253545094,0.31125951090118,0.161944657750428
"253",2002,"DE","Tina K. Fallon",0.169477234401349,0.477488577634634,0.00454990202561021
"254",2002,"DE","Margaret Rose Henry",NA,NA,0.145648174127564
"255",2002,"DE","Catherine A. Cloutier",NA,NA,0.140707173477858
"256",2002,"DE","Liane M. Sorenson",0.0495054353148565,0.505992174506581,0.197062638401985
"257",2002,"DE","Patricia M. Blevins",NA,NA,0.0609869713895023
"258",2002,"DE","Karen E. Peterson",0.0840824159175841,0.538422391857506,0.163221336249262
"259",2002,"DE","Julia  Dugan",-0.094330039708191,0.289428248064833,0.176385929668322
"260",2002,"DE","Dorinda A. Connor",NA,NA,0.0981514566577971
"261",2002,"DE","Nancy W. Cook",NA,NA,0.183803813578561
"262",2002,"DE","Esthelda R. Parker Selby",-0.136390768006367,0.327039489914037,0.0229706056416035
"263",2002,"FL","Anna ""Holly"" Holliday Benson",NA,NA,0.141407816810533
"264",2002,"FL","Bev  Kilmer",0.0890075044921256,0.642391292445496,0.16823617182672
"265",2002,"FL","Loranne  Ausley",NA,NA,0.0349180321209133
"266",2002,"FL","Audrey  Gibson",NA,NA,0.142605609586462
"267",2002,"FL","Joyce M. Cusack",NA,NA,0.12307589109987
"268",2002,"FL","Jodi  James",-0.168520890027213,0.38979869230847,0.122272214340046
"269",2002,"FL","Sandra ""Sandy"" Adams",NA,NA,0.130372885381803
"270",2002,"FL","Marni  Berger",-0.130375016682237,0.305317732115677,0.0497357980813831
"271",2002,"FL","Sheri  McInvale",0.0437389262021509,0.406828175072131,0.117613348038867
"272",2002,"FL","Janet  Buckles",-0.253281682790735,0.242070745709063,0.129761949321255
"273",2002,"FL","Heather  Fiorentino",0.127268712740119,0.557597248358836,0.118883347464725
"274",2002,"FL","Kim  Berfield",0.16704352741662,0.567583549681674,0.0362963322550058
"275",2002,"FL","Leslie  Waters",0.103700816477249,0.60689614704739,0.0407469836995006
"276",2002,"FL","Sandra L. Murman",NA,NA,0.0397192846052349
"277",2002,"FL","Faye  Culp",0.0437367119364776,0.570967700147936,0.0953089856076986
"278",2002,"FL","Arthenia L. Joyner",NA,NA,0.0697253412567079
"279",2002,"FL","Sara  Romeo",-0.0662428371166474,0.3417783265499,0.00778765589930117
"280",2002,"FL","Pat  Burke",-0.105617885176509,0.424368009472715,0.0336793182883412
"281",2002,"FL","Marsha ""Marty"" Bowen",NA,NA,0.0777758378069848
"282",2002,"FL","Arlene  Sweeting",-0.130014674575781,0.379629744534153,0.130441978480667
"283",2002,"FL","Donna L. Clarke",0.0914013358407367,0.556300842650109,0.157013322738931
"284",2002,"FL","Nancy C. Detert",NA,NA,0.122762258304283
"285",2002,"FL","Christie  Norman",-0.14909839715049,0.287581286218509,0.107963712373748
"286",2002,"FL","Linda I. Parnell",-0.210629769521313,0.372222354481609,0.116129976976663
"287",2002,"FL","Carole  Green",NA,NA,0.176346284942701
"288",2002,"FL","Gayle  Harrell",NA,NA,0.160917042428628
"289",2002,"FL","Shelley  Vana",0.0070946024918769,0.595421059852874,0.113438417902216
"290",2002,"FL","Anne M. Gannon",NA,NA,0.122459827596322
"291",2002,"FL","Susan  Bucher",NA,NA,0.137222153134644
"292",2002,"FL","Mary  Brandenburg",0.120369325660988,0.437797889578311,0.0847971180919558
"293",2002,"FL","Stacy Joy Ritter",NA,NA,0.173255117889494
"294",2002,"FL","Nan H. Rich",0.0066873951238772,0.594077701708505,0.197725780215114
"295",2002,"FL","Eleanor  Sobel",NA,NA,0.127232883498073
"296",2002,"FL","Yolly  Roberson",0.347336525512494,0.456289363309013,0.0477716157678515
"297",2002,"FL","Dorothy  Bendross-Mindingall",NA,NA,0.116898997034878
"298",2002,"FL","Nancy  Argenziano",0.0446354256120279,0.618809878778566,0.0614877745974809
"299",2002,"FL","Evelyn J. Lynn",0.0728158090448702,0.584103978316997,0.0964095275383443
"300",2002,"FL","Joanna  Kennedy",-0.0977537920993089,0.383964887415115,0.065163216739893
"301",2002,"FL","Paula  Dockery",NA,NA,0.187915217550471
"302",2002,"FL","Allison  McInnis-Gimbert",-0.141800491631953,0.375331647929326,0.133735221298412
"303",2002,"FL","Anna P. Cowin",NA,NA,0.00943999858573079
"304",2002,"FL","Lisa  Carlton",0.172659743523412,0.592232899064187,0.0723548111505807
"305",2002,"FL","Muriel ""Mandy"" Dawson",NA,NA,0.0782589186914265
"306",2002,"FL","Frederica S. Wilson",NA,NA,0.1854485118296
"307",2002,"FL","Debbie Wasserman Schultz",0.136348578443791,0.515560027125682,0.0911190257873386
"308",2002,"FL","Gwen  Margolis",NA,NA,0.0922560803592205
"309",2002,"FL","Larcenia J. Bullard",0.18313559643947,0.470688321732405,0.18514663442038
"310",2002,"GA","Margaret Rogers Ball",-0.237025316455696,0.209753851306095,-0.018782349047251
"311",2002,"GA","Barbara Massey Reece",NA,NA,-0.060137523827143
"312",2002,"GA","Mary Jeanette Jamieson",NA,NA,-0.0659536203369498
"313",2002,"GA","Pat  Bell",-0.0034230944774076,0.346532478840316,-0.269298628508113
"314",2002,"GA","Sharon M. Cooper",NA,NA,-0.163484364445321
"315",2002,"GA","Judith H. Manning",NA,NA,-0.143191440333612
"316",2002,"GA","Jan S. Jones",NA,NA,-0.0329798230435699
"317",2002,"GA","Henrietta Mathis Canty",-0.288785046728972,0.494200345511331,-0.187872678413987
"318",2002,"GA","Georganna T. Sinkfield",NA,NA,-0.235707795526832
"319",2002,"GA","Nan Grogan Orrock",NA,NA,-0.111355632450432
"320",2002,"GA","Jill  Chambers",0.0395692621383968,0.467764839121849,-0.129173333756626
"321",2002,"GA","Sally Roettger Harrell",NA,NA,-0.221528782742098
"322",2002,"GA","Karla  Drenner",NA,NA,-0.0261136210290715
"323",2002,"GA","Barbara J. Mobley",NA,NA,-0.087241650139913
"324",2002,"GA","Barbara Jean Bunn",NA,NA,-0.0507831347174942
"325",2002,"GA","Louise  McBee",NA,NA,-0.0746331471484154
"326",2002,"GA","Gail M. Buckner",NA,NA,-0.165238031186163
"327",2002,"GA","Lynn ""Evelyn"" R. Smith",NA,NA,-0.22506576818414
"328",2002,"GA","Carol S. Bird",-0.0537652088128905,0.344367650623205,-0.0698031116276979
"329",2002,"GA","Sistie G. Hudson",NA,NA,-0.207728436193429
"330",2002,"GA","Sue  Burmeister",0.0835585265253876,0.315282119376285,-0.0101233215071261
"331",2002,"GA","Martha Bond Branson",-0.137177875549969,0.247772901450889,-0.279521508165635
"332",2002,"GA","Nikki  Randall",NA,NA,-0.216771102463827
"333",2002,"GA","Carolyn F. Hugley",NA,NA,-0.138134336122312
